COD_MKT_ID;COD_MKT;AREA;COD_AREA;MACROSETTORE;COD_MACROSET;SETTORE;COD_SETT;REPARTO;COD_REP;CATEGORIA;COD_CATEG;SOTTOCATEGORIA;COD_SUBCATEG;SEGMENTO;COD_SEGMENTO
737;52041390601;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI GATTO;139;LETTIERA;06;NORMALE;01
738;52041390602;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI GATTO;139;LETTIERA;06;AGGLOMERANTE;02
739;52041390603;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI GATTO;139;LETTIERA;06;ACCESSORI LETTIERA GATTO;03
740;52041410101;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI PESCI;01;ALIMENTI PESCI TROPICALI;01
741;52041410102;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI PESCI;01;ALIMENTI PESCI MULTISPECIE;02
742;52041410103;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI PESCI;01;ALIMENTI ALTRI PESCI;03
743;52041410104;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI PESCI;01;ALIMENTI PESCI ROSSI;04
744;52041410201;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI PESCI;02;ACCESSORI  TECNICI / IGIENE;01
745;52041410202;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI PESCI;02;ACCESSORI  DECORATIVI;02
746;52041410203;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI PESCI;02;VASCHE/ACQUARI;03
747;52041410204;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI PESCI;02;ACCESSORI ALTRI;04
748;52041410301;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI UCCELLI;03;ALIMENTI CANARINI;01
749;52041410302;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI UCCELLI;03;ALIMENTI PAPPAGALLINI;02
750;52041410303;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI UCCELLI;03;ALIMENTI UCCELLI  ESOTICI;03
751;52041410304;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI UCCELLI;03;ALIMENTI UCCELLI  MULTISPECIE;04
752;52041410305;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI UCCELLI;03;ALIMENTI ALTRI UCCELLI;05
753;52041410401;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI UCCELLI;04;GABBIE;01
754;52041410402;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI UCCELLI;04;ACCESSORI  IGIENE;02
755;52041410403;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI UCCELLI;04;ACCESSORI GABBIE;03
756;52041410404;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI UCCELLI;04;ACCESSORI GIOCHI;04
757;52041410405;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI UCCELLI;04;ACCESSORI ALTRI;05
758;52041410501;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI RODITORI;05;ALIMENTI CRICETI;01
759;52041410502;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI RODITORI;05;ALIMENTI CAVIE;02
760;52041410503;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI RODITORI;05;ALIMENTI CONIGLI;03
761;52041410504;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI RODITORI;05;ALIMENTI RODITORI MULTISPECIE;04
762;52041410505;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI RODITORI;05;ALIMENTI ALTRI RODITORI;05
763;52041410601;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI RODITORI;06;GABBIE;01
764;52041410602;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI RODITORI;06;ACCESSORI  IGIENE;02
765;52041410603;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI RODITORI;06;ACCESSORI GABBIE;03
766;52041410604;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI RODITORI;06;ACCESSORI GIOCHI;04
767;52041410605;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI RODITORI;06;ACCESSORI ALTRI;05
768;52041410701;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ALIMENTI ALTRI ANIMALI;07;ALIMENTI ALTRI ANIMALI;01
769;52041410801;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ALIMENTI ACCESSORI ALTRI ANIMALI;141;ACCESSORI ALTRI ANIMALI;08;ACCESSORI ALTRI ANIMALI;01
770;52045250101;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;CIOTOLE;01
771;52045250102;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;CUCCE/ LETTINI;02
772;52045250103;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;COLLARE;03
773;52045250104;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;COLLARE CONTRO I PARASSITI;04
774;52045250105;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;GUINZAGLIO COLLARE;05
775;52045250106;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;GUINZAGLI;06
776;52045250107;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;GIOCHI / OSSO;07
777;52045250108;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;ARTICOLI TOILETTE;08
778;52045250109;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;ARTICOLI SANITARI;09
779;52045250110;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;RACCOGLITORE ECOLOGICO;10
780;52045250111;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI CANE;01;ALTRI;11
781;52045250201;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;CIOTOLE;01
782;52045250202;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;TRASPORTINO;02
783;52045250203;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;COLLARE / GUINZAGLIO BARD.;03
784;52045250204;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;COLLARE ANTIPULCI;04
785;52045250205;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;GIOCHI;05
786;52045250206;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;ASSORBI ODORI;06
787;52045250207;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;ARTICOLI TOILETTE;07
788;52045250208;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;ACCESSORI IGIENICI;08
789;52045250209;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;ARTICOLI SANITARI;09
790;52045250210;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI GATTO;02;ALTRI;10
791;52045250301;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;LETTIERA GATTO;03;NORMALE;01
792;52045250302;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;LETTIERA GATTO;03;AGGLOMERANTE;02
793;52045250401;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI PESCI;04;VASCHE;01
794;52045250402;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI PESCI;04;ACQUARI;02
795;52045250403;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI PESCI;04;RETINO;03
796;52045250404;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI PESCI;04;ALTRI ACCESSORI;04
797;52045250501;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI UCCELLI;05;GABBIE;01
798;52045250502;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI UCCELLI;05;ACCESSORI GABBIE;02
799;52045250503;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI UCCELLI;05;SABBIA;03
800;52045250504;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI UCCELLI;05;OSSO DI SEPPIA;04
801;52045250505;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI UCCELLI;05;ALTRI;05
802;52045250601;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI RODITORI;06;GABBIE;01
803;52045250602;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI RODITORI;06;ACCESSORI GABBIE;02
804;52045250603;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI RODITORI;06;GRANULATO IGIENICO GAB.;03
805;52045250604;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI RODITORI;06;FIENO;04
806;52045250605;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI RODITORI;06;ALTRI;05
807;52045250701;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;ACCESSORI ANIMALI;525;ACCESSORI ALTRI ANIMALI;07;ALTRI;01
808;5204V130101;Alimentari;1;Generi vari;1;GROCERY ALIMENTARI;52;PET FOOD/PET CARE;04;PET FOOD/PET CARE;V13;PET FOOD/PET CARE;01;PET FOOD/PET CARE;01
809;68015430101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA PS2;01
810;68015430102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA PSP;02
811;68015430103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA XBOX;03
812;68015430104;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA PS3;04
813;68015430105;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA GBA;05
814;68015430106;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA DS;06
815;68015430107;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;CONSOLLE;01;PIATTAFORMA WII;07
816;68015430201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA PC;01
817;68015430202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA PS2;02
818;68015430203;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA PSP;03
819;68015430204;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA XBOX;04
820;68015430205;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA PS3;05
821;68015430206;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA GBA;06
822;68015430207;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA DS;07
823;68015430208;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;SOFTWARE;02;PIATTAFORMA WII;08
824;68015430301;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA PC;01
825;68015430302;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA PS2;02
826;68015430303;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA PSP;03
827;68015430304;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA XBOX;04
828;68015430305;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA PS3;05
829;68015430306;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA GBA;06
830;68015430307;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA DS;07
831;68015430308;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;GIOCO ELETTRONICO;543;ACCESSORI;03;PIATTAFORMA WII;08
832;68015690101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;COMPUTER;569;PC PORTATILE;01;NOTEBOOK;01
833;68015690102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;COMPUTER;569;PC PORTATILE;01;PALMARE;02
834;68015690103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;COMPUTER;569;PC PORTATILE;01;ALTRI;03
835;68015690201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;COMPUTER;569;PERSONAL COMPUTER;02;MINITOWER;01
836;68015690202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;COMPUTER;569;PERSONAL COMPUTER;02;SISTEMA MULTIMEDIALE;02
837;68015710101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;APPLICATIVI;01;EDITING;01
838;68015710102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;APPLICATIVI;01;SISTEMI OPERATIVI;02
839;68015710103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;APPLICATIVI;01;SICUREZZA;03
840;68015710104;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;APPLICATIVI;01;ALTRO;04
841;68015710201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;EDUCATIVI;02;ENCICLOPEDIE;01
842;68015710202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;EDUCATIVI;02;CORSI;02
843;68015710203;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;SOFTWARE;571;EDUCATIVI;02;ALTRO;03
844;68015730101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;GETTO INCHIOSTRO;01;MONOFUNZIONE;01
845;68015730102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;GETTO INCHIOSTRO;01;MULTIFUNZIONE;02
846;68015730103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;GETTO INCHIOSTRO;01;SPECIALE;03
847;68015730201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;LASER;02;BIANCO/NERO;01
848;68015730202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;LASER;02;COLORE;02
849;68015730203;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;STAMPANTI;573;LASER;02;SPECIALE;03
850;68015750101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;AUDIO;01;MICROFONI;01
851;68015750102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;AUDIO;01;SCHEDA SONORA;02
852;68015750103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;AUDIO;01;DIFFUSORI;03
853;68015750104;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;AUDIO;01;ALTRO;04
854;68015750201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;COMUNICAZIONE;02;MODEM/ROUTER;01
855;68015750202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;COMUNICAZIONE;02;KIT / NAVIGATORI GPS;02
856;68015750203;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;COMUNICAZIONE;02;ALTRO;03
857;68015750301;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;CONTROLLER;03;TASTIERE;01
858;68015750302;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;CONTROLLER;03;MOUSE;02
859;68015750303;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;CONTROLLER;03;ALTRO;03
860;68015750401;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;DRIVE/ARCHIVIAZIONE;04;LETTORI CDR / DVD;01
861;68015750402;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;DRIVE/ARCHIVIAZIONE;04;MASTERIZZATORI CDR;02
862;68015750403;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;DRIVE/ARCHIVIAZIONE;04;MASTERIZZATORI;03
863;68015750404;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;DRIVE/ARCHIVIAZIONE;04;MEMORIE USB;04
864;68015750405;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;DRIVE/ARCHIVIAZIONE;04;ALTRO;05
865;68015750501;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;MONITORS;05;15';01
866;68015750502;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;MONITORS;05;17';02
867;68015750503;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;MONITORS;05;19';03
868;68015750504;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;MONITORS;05;DA 20' A 22';04
869;68015750601;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;EDITING;01
870;68015750602;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;WEBCAM;02
871;68015750603;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;SCANNER;03
872;68015750604;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;SCHEDA GRAFICA;04
873;68015750605;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;SINTONIZZATORE TV;05
874;68015750606;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;PERIFERICHE;575;VIDEO;06;ALTRO;06
875;68015770101;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;COMPONENTI HARDWARE;01;HARD DISK;01
876;68015770102;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;COMPONENTI HARDWARE;01;GRUPPI CONTINUITA';02
877;68015770103;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;COMPONENTI HARDWARE;01;MEMORIE RAM;03
878;68015770104;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;COMPONENTI HARDWARE;01;ALTRO;04
879;68015770201;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONSUMABILI;02;CARTA PER STAMPANTI;01
880;68015770202;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONSUMABILI;02;CARTUCCE;02
881;68015770301;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONNESSIONI;03;CAVI;01
882;68015770302;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONNESSIONI;03;ADATTATORI/CONNETTORI;02
883;68015770303;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONNESSIONI;03;SCHEDE DI RETE;03
884;68015770304;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONNESSIONI;03;WIRELESS;04
885;68015770305;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONNESSIONI;03;ALTRO;05
886;68015770401;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONTENITORI/PULIZIA COMPLEMENTI;04;CONTENITORI;01
887;68015770402;Non alimentari;2;No Food;3;MULTIMEDIA;68;INFORMATICA;01;ACCESSORI INFORMATICI;577;CONTENITORI/PULIZIA COMPLEMENTI;04;PRODOTTI PER PULIZIA;02
